Chromosome	Strand	Start	End	Dominant	Signal	Rank	rep 1	rep 2	rep 3
chr	+	190561	190593	190586	0.19090909090909092	666			
chr	-	3440844	3440871	3440856	0.1908994708994709	667	1.0		1.0
chr	-	3471704	3471712	3471709	0.19049773755656108	668		1.0	1.0
chr	+	1147472	1147480	1147475	0.19047619047619047	669	1.0	1.0	1.0
chr	+	4467407	4467415	4467412	0.19047619047619047	670	1.0		1.0
chr	+	3941782	3941792	3941786	0.19030503650207028	671	1.0	1.0	1.0
chr	+	4179188	4179197	4179193	0.19008547008547008	672	1.0	1.0	
chr	-	3440547	3440564	3440551	0.18991640543364682	673	1.0	1.0	1.0
chr	-	3446560	3446577	3446568	0.1898148148148148	674	1.0	1.0	1.0
chr	-	3446615	3446625	3446620	0.18958810068649887	675	1.0	1.0	1.0
chr	-	1019122	1019156	1019127	0.18948412698412698	676		1.0	1.0
chr	-	3426773	3426783	3426779	0.18947368421052632	677	1.0	0.18519010278286815	1.0
chr	-	3453017	3453029	3453021	0.18928414580588493	678	1.0	1.0	1.0
chr	+	4180638	4180654	4180647	0.1890371533228676	679	1.0	1.0	1.0
chr	-	1800429	1800443	1800433	0.18888888888888888	680	1.0		1.0
chr	-	3442721	3442744	3442735	0.18888888888888888	681	1.0	1.0	1.0
chr	-	3442474	3442508	3442487	0.18883390813215373	682	1.0	1.0	1.0
chr	-	3472376	3472398	3472390	0.18876737297789928	683	1.0	1.0	1.0
chr	-	3447070	3447083	3447075	0.18865578865578866	684	1.0	1.0	1.0
chr	+	1757556	1757576	1757568	0.18848096348096346	685	1.0	1.0	1.0
chr	-	2744528	2744537	2744533	0.18838406557704804	686	1.0	1.0	1.0
chr	-	2745898	2745907	2745903	0.1883838383838384	687	1.0		
chr	+	4037249	4037258	4037251	0.1883482667450059	688	1.0	1.0	1.0
chr	-	3442703	3442717	3442706	0.188341384863124	689	1.0	1.0	1.0
chr	-	3452233	3452242	3452238	0.18819776714513559	690	1.0	1.0	1.0
chr	+	962769	962783	962775	0.18803418803418803	691	1.0	1.0	1.0
chr	-	3452127	3452135	3452131	0.18803418803418803	692	1.0		1.0
chr	-	3450821	3450829	3450824	0.18796992481203004	693	1.0	1.0	1.0
chr	-	2745947	2745963	2745955	0.18795853269537477	694	1.0	1.0	0.18519010278286815
chr	+	963640	963648	963644	0.1878787878787879	695	1.0	1.0	
chr	+	4180747	4180759	4180753	0.18775252525252525	696	1.0	1.0	1.0
chr	-	3442513	3442540	3442517	0.18762838468720822	697	1.0	1.0	1.0
chr	-	3378498	3378511	3378503	0.18759316592133932	698	1.0	1.0	1.0
chr	-	3470501	3470513	3470507	0.18755221386800333	699	1.0	1.0	1.0
chr	-	3446680	3446692	3446686	0.1874085684430512	700	1.0	1.0	1.0
chr	-	2731365	2731390	2731372	0.18705279394934568	701	1.0	1.0	1.0
chr	-	3449518	3449529	3449523	0.18666666666666668	702	1.0	1.0	1.0
chr	-	3441223	3441281	3441270	0.18654730410682788	703	1.0	1.0	1.0
chr	-	3473660	3473676	3473669	0.18647660818713452	704	1.0	1.0	1.0
chr	-	1019201	1019209	1019202	0.18627450980392157	705	1.0	1.0	
chr	-	1799427	1799543	1799516	0.18618470407075452	706	1.0	1.0	1.0
chr	-	3311696	3311710	3311705	0.1860566448801743	707	1.0	1.0	1.0
chr	-	2744640	2744666	2744644	0.186026936026936	708	1.0	1.0	
chr	-	3449009	3449022	3449014	0.18591714243888155	709	1.0	1.0	1.0
chr	-	3444960	3444977	3444973	0.1858974358974359	710	1.0	1.0	1.0
chr	+	190654	190665	190660	0.18585858585858586	711		1.0	
chr	-	1019104	1019113	1019105	0.18573583279465633	712	1.0	1.0	1.0
chr	-	2746114	2746142	2746134	0.18555555555555556	713	1.0	1.0	1.0
chr	-	3472716	3472747	3472740	0.18549626701800614	714	0.4882833535060861	1.0	1.0
chr	+	190814	190826	190823	0.18535353535353535	715			1.0
chr	-	3471015	3471023	3471020	0.18535353535353535	716	1.0		
chr	-	2311757	2311766	2311760	0.1851851851851852	718	1.0	1.0	0.6895787188352591
chr	-	1292545	1292554	1292547	0.1851851851851852	717		1.0	
chr	-	3811387	3811397	3811391	0.18509803921568627	719	1.0	1.0	1.0
chr	-	3472539	3472552	3472544	0.18494152046783627	720	1.0	1.0	1.0
chr	-	3451549	3451559	3451552	0.18484126984126983	721	1.0	1.0	1.0
chr	+	4176199	4176210	4176202	0.18479532163742687	722	1.0	0.011939592466847462	1.0
chr	-	3471130	3471151	3471138	0.18471833177715533	723	1.0	1.0	1.0
chr	-	3471242	3471250	3471245	0.18467980295566502	724	1.0	1.0	1.0
chr	+	781280	781295	781285	0.18461538461538463	725	1.0		1.0
chr	+	4176285	4176302	4176290	0.18461538461538463	726	1.0	1.0	1.0
chr	-	3471985	3472012	3471991	0.18437118437118438	727	1.0	1.0	1.0
chr	-	20992	21025	20998	0.1842801448064606	728	1.0	1.0	1.0
chr	-	3448994	3449001	3448997	0.18421052631578946	729	1.0	1.0	1.0
chr	-	3443412	3443428	3443423	0.1841269841269841	730	1.0	1.0	1.0
chr	-	1799476	1799486	1799479	0.1840585659551177	731	1.0	1.0	1.0
chr	+	4212943	4212956	4212947	0.18366750208855467	732	1.0	1.0	1.0
chr	+	4179426	4179432	4179428	0.18366013071895423	733	1.0	1.0	1.0
chr	+	963685	963696	963690	0.18333333333333335	736		1.0	
chr	+	2282514	2282528	2282515	0.18333333333333335	737			
chr	+	962351	962382	962377	0.18333333333333335	735	1.0		1.0
chr	+	190029	190054	190043	0.18333333333333335	734	1.0		1.0
chr	-	3445070	3445083	3445075	0.18331310535208586	738	1.0	1.0	1.0
chr	+	4176721	4176729	4176725	0.18308080808080807	739		1.0	1.0
chr	-	3473360	3473370	3473363	0.18306595365418896	740			1.0
chr	+	850871	850885	850877	0.18297258297258298	741	1.0		1.0
chr	+	1151785	1151816	1151800	0.18276515151515152	742	1.0	1.0	1.0
chr	-	3446272	3446289	3446279	0.1827077497665733	743	1.0	1.0	1.0
chr	-	1292756	1292766	1292758	0.18253968253968253	744		1.0	1.0
chr	+	962587	962595	962588	0.1824548001018589	745	1.0		1.0
chr	-	3440273	3440308	3440281	0.18240879560219891	746	0.4465935496455861	1.0	1.0
chr	-	3333156	3333170	3333160	0.18226120857699804	747	1.0	1.0	1.0
chr	+	850595	850604	850597	0.18218623481781374	748	1.0	1.0	1.0
chr	-	3443471	3443476	3443472	0.18201058201058198	749	1.0	1.0	1.0
chr	+	4178685	4178696	4178690	0.1819455054749172	750	1.0	1.0	1.0
chr	+	4178454	4178464	4178457	0.18194444444444444	751	1.0	1.0	0.3722981488517911
chr	+	3943574	3943594	3943580	0.18189964157706093	752	1.0	1.0	1.0
chr	+	127890	127898	127895	0.1818181818181818	753		1.0	1.0
chr	-	3318149	3318163	3318150	0.1818181818181818	754	1.0		1.0
chr	-	3916516	3916523	3916516	0.1818181818181818	755	1.0		1.0
chr	-	3449154	3449164	3449156	0.1815776815776816	756	1.0	1.0	1.0
chr	-	3446779	3446809	3446802	0.18131868131868134	757	1.0	1.0	1.0
chr	+	850447	850465	850457	0.18128654970760236	758		1.0	0.011939592466847462
chr	-	3474163	3474195	3474182	0.18128654970760236	759	1.0	1.0	1.0
chr	+	850553	850580	850576	0.1812865497076023	760	1.0	1.0	1.0
chr	-	3451513	3451521	3451514	0.18111946532999165	761	1.0	1.0	1.0
chr	-	3332875	3332889	3332880	0.18104575163398692	762	1.0	1.0	1.0
chr	-	2745740	2745763	2745757	0.18097643097643099	763		1.0	
chr	-	2745852	2745859	2745855	0.18095238095238095	764	1.0	1.0	
chr	+	4176331	4176339	4176335	0.18073361823361825	765	1.0	1.0	1.0
chr	+	1147448	1147468	1147453	0.180650902618866	766	1.0	1.0	1.0
chr	-	3453213	3453230	3453217	0.18057770689349636	767	1.0	1.0	1.0
chr	-	3811413	3811422	3811414	0.18055555555555555	769	1.0	1.0	1.0
chr	-	3470649	3470657	3470651	0.18055555555555555	768	1.0	1.0	1.0
chr	+	4200283	4200292	4200287	0.18044871794871797	770	1.0	1.0	1.0
chr	-	3447505	3447512	3447508	0.18036975102192496	771	1.0	1.0	1.0
chr	-	3448954	3448962	3448955	0.1803030303030303	772		1.0	
chr	-	3472477	3472486	3472478	0.1803030303030303	773			1.0
chr	-	3270406	3270427	3270411	0.18029350104821804	774	1.0	1.0	1.0
chr	-	1292562	1292573	1292566	0.17988152198678511	775		1.0	1.0
chr	-	3378688	3378713	3378706	0.17978504820610083	776	1.0	1.0	1.0
chr	-	3378370	3378392	3378378	0.1797619047619048	777	1.0	1.0	1.0
chr	+	4180579	4180594	4180585	0.17970459146929738	778	1.0	1.0	1.0
chr	+	223779	223782	223780	0.17968307866440295	779	1.0	1.0	1.0
chr	-	1799594	1799607	1799599	0.17953342953342952	780	1.0	1.0	1.0
chr	-	3471866	3471873	3471867	0.17948717948717952	781		1.0	1.0
chr	-	3441742	3441801	3441772	0.17946127946127946	782	1.0	1.0	1.0
chr	-	20901	20939	20931	0.1793667626117255	783	1.0	1.0	1.0
chr	-	3322458	3322473	3322467	0.17936507936507937	784	1.0	1.0	1.0
chr	+	962015	962025	962017	0.17931230463199774	785	1.0	1.0	1.0
chr	+	962860	962866	962864	0.17929292929292928	786	1.0		
chr	-	3449871	3449879	3449873	0.17922824302134646	787	1.0	0.1678284293840072	1.0
chr	+	2282725	2282734	2282727	0.17916666666666667	788	1.0		1.0
chr	+	4180104	4180110	4180104	0.17887461498009163	789	1.0	1.0	1.0
chr	-	3445330	3445350	3445347	0.17861151194484526	790	1.0	1.0	1.0
chr	+	781506	781515	781512	0.17857142857142858	791	1.0	1.0	
chr	-	3270319	3270329	3270325	0.17857142857142858	792	1.0	1.0	1.0
chr	-	3440286	3440301	3440297	0.17819525123937432	793	0.4465935496455861	1.0	1.0
chr	-	3378410	3378423	3378415	0.177919546340599	794	1.0	1.0	1.0
chr	+	4176532	4176544	4176540	0.17777777777777778	795	1.0		1.0
chr	-	1292616	1292625	1292618	0.17777777777777778	796			1.0
chr	+	4168307	4168328	4168317	0.17766764825588355	797	1.0	1.0	1.0
chr	+	1151653	1151676	1151657	0.1775438596491228	798	1.0	1.0	1.0
chr	-	3442306	3442322	3442311	0.17747909199522102	799	1.0	1.0	1.0
chr	+	3210802	3210816	3210807	0.17735042735042736	800	1.0	1.0	1.0
chr	-	3473523	3473532	3473527	0.17734204793028321	801	1.0	1.0	1.0
chr	-	3441403	3441459	3441443	0.1773088023088023	802	1.0	1.0	1.0
chr	-	1799890	1799900	1799893	0.17719778977545061	803	1.0	0.019177350331062822	1.0
chr	-	3474331	3474345	3474334	0.177020202020202	804		1.0	1.0
chr	+	963470	963495	963492	0.17692307692307693	805	1.0	1.0	
chr	-	3448006	3448031	3448011	0.1768959435626102	806	1.0	1.0	1.0
chr	+	1147356	1147363	1147359	0.17675438596491225	807		1.0	1.0
chr	-	3447334	3447356	3447342	0.17645806726266497	808	1.0	1.0	1.0
chr	-	3451961	3451972	3451966	0.17643506678033535	809	1.0	1.0	1.0
chr	-	3453066	3453086	3453070	0.1763364192206697	810	1.0	1.0	1.0
chr	-	3378081	3378085	3378082	0.17628667628667627	811	1.0	1.0	1.0
chr	-	3451276	3451284	3451278	0.1762820512820513	812	1.0	1.0	1.0
chr	-	3428780	3428791	3428783	0.17595765369708424	813	1.0	1.0	1.0
chr	-	3440878	3440890	3440884	0.17591973244147155	814	1.0	1.0	1.0
chr	-	3441805	3441823	3441812	0.17564102564102566	815	1.0	1.0	1.0
chr	-	3452986	3453002	3452987	0.17550739594083245	816	1.0	1.0	1.0
chr	+	1151666	1151672	1151669	0.175474919182013	817	1.0	1.0	1.0
chr	-	3322395	3322404	3322396	0.17546782164473318	818	1.0	1.0	1.0
chr	-	3450525	3450556	3450528	0.17530864197530863	819	1.0	1.0	1.0
chr	-	3378279	3378303	3378296	0.1750915750915751	820	1.0	1.0	
chr	+	962547	962562	962553	0.1750438596491228	821	1.0	1.0	1.0
chr	-	3442252	3442256	3442254	0.17503684055408195	822	1.0	1.0	1.0
chr	-	3449224	3449240	3449229	0.17500000000000002	823	1.0	1.0	1.0
chr	+	850859	850868	850862	0.17498514557338088	824	1.0		1.0
chr	-	3445863	3445916	3445899	0.17485380116959068	825	1.0	1.0	1.0
chr	+	4179758	4179770	4179763	0.17444444444444443	826	1.0	1.0	1.0
chr	-	2311939	2311945	2311941	0.17438811188811187	827	1.0	1.0	
chr	+	1147077	1147088	1147083	0.1743247006404901	828	1.0	1.0	1.0
chr	-	1019910	1019920	1019914	0.17424242424242423	829	1.0	1.0	
chr	-	1020062	1020077	1020068	0.17424242424242423	830	1.0	1.0	
chr	-	3473347	3473355	3473347	0.17424242424242423	831	1.0	1.0	
chr	+	4180041	4180053	4180045	0.17404244306418218	832	1.0	1.0	1.0
chr	-	3452808	3452819	3452813	0.17402138091793265	833	1.0	1.0	1.0
chr	-	1019549	1019563	1019554	0.17397660818713448	834	1.0	1.0	0.08350574118625713
chr	-	3449917	3449932	3449924	0.17390381277084663	835	1.0	1.0	1.0
chr	+	4180873	4180889	4180883	0.17387914230019494	836	1.0	1.0	1.0
chr	+	4425769	4425789	4425775	0.17387914230019494	837	1.0	1.0	1.0
chr	+	189893	189909	189897	0.1738437001594896	838		0.6895787188352591	1.0
chr	-	3473222	3473234	3473228	0.17380952380952383	839			1.0
chr	-	3451887	3451901	3451893	0.1737958000471905	840	1.0	1.0	1.0
chr	+	4425673	4425728	4425712	0.17361111111111113	841	1.0	1.0	1.0
chr	-	3443094	3443142	3443110	0.17361111111111108	842	1.0	1.0	1.0
chr	+	191618	191641	191634	0.17350427350427347	843	1.0	1.0	1.0
chr	-	3445734	3445799	3445740	0.17334839073969507	844	0.8206655362877271	1.0	1.0
chr	-	3471480	3471489	3471485	0.17332629231942734	845	1.0	1.0	1.0
chr	+	2942812	2942826	2942819	0.17332309267793136	846	1.0	1.0	1.0
chr	-	3378426	3378445	3378431	0.1733044733044733	847	1.0	1.0	1.0
chr	+	3210884	3210921	3210895	0.17324342324342323	848	1.0	1.0	1.0
chr	-	3446865	3446892	3446871	0.17313485734538367	849	1.0	1.0	1.0
chr	+	1147145	1147175	1147157	0.17310789049919484	850	1.0	1.0	1.0
chr	-	3333304	3333340	3333312	0.17296113847837988	851	1.0	1.0	1.0
chr	+	4179973	4179982	4179976	0.17295185310015104	852	1.0	1.0	1.0
chr	-	3445575	3445592	3445586	0.17294223701546355	853	1.0	1.0	1.0
chr	+	2942785	2942798	2942791	0.17278457545420836	854	1.0	1.0	1.0
chr	-	3451695	3451764	3451757	0.17272727272727273	855	1.0	1.0	1.0
chr	-	3445883	3445890	3445885	0.1726190476190476	856	1.0	1.0	1.0
chr	-	3441305	3441340	3441311	0.1724867724867725	857	1.0	1.0	1.0
chr	+	4178744	4178752	4178745	0.1722222222222222	858	1.0	1.0	1.0
chr	-	3446895	3446907	3446900	0.17218973359324238	859	1.0	1.0	1.0
chr	+	4176069	4176078	4176074	0.1721056721056721	860	1.0		1.0
chr	-	3442724	3442728	3442725	0.17209333876000543	861	1.0	1.0	1.0
chr	+	2755661	2755804	2755693	0.17187652545907997	862	1.0	1.0	1.0
chr	+	190252	190261	190256	0.17186234817813764	863	1.0	1.0	1.0
chr	-	3443170	3443209	3443195	0.17184265010351965	864	1.0	1.0	
chr	-	3447217	3447227	3447221	0.17175697865353037	865	1.0	1.0	1.0
chr	+	2755875	2755886	2755881	0.17173152051200832	866	1.0	1.0	1.0
chr	-	3470544	3470567	3470549	0.1717171717171717	867	1.0	1.0	1.0
chr	+	225592	225597	225593	0.1714285714285714	868	1.0	1.0	1.0
chr	+	4180278	4180350	4180295	0.1714285714285714	869	1.0	1.0	1.0
chr	+	3943684	3943693	3943686	0.1712856198837507	870	1.0	1.0	1.0
chr	-	1799764	1799803	1799782	0.17125014728408153	871	1.0	1.0	1.0
chr	-	3444891	3444904	3444896	0.1712235133287765	872	1.0	1.0	1.0
chr	-	20916	20924	20921	0.17108036890645587	873	1.0	1.0	1.0
chr	-	3445332	3445340	3445335	0.17094017094017092	874	1.0	1.0	1.0
chr	-	3472079	3472168	3472109	0.1708333333333333	875	1.0	1.0	1.0
chr	+	3884401	3884422	3884407	0.1706349206349206	876	1.0	1.0	1.0
chr	-	3440092	3440101	3440097	0.17058029689608636	877	1.0	1.0	1.0
chr	-	2312534	2312567	2312544	0.17017543859649123	878	1.0	1.0	
chr	-	3811535	3811547	3811540	0.17009222661396572	879	1.0	1.0	1.0
chr	-	3442193	3442201	3442196	0.16999514596768597	880	1.0	0.011736271950761167	1.0
chr	-	3440106	3440124	3440118	0.16993464052287585	881	1.0	1.0	1.0
chr	-	3442446	3442455	3442448	0.1699346405228758	882	1.0	1.0	1.0
chr	-	3450635	3450665	3450658	0.16987179487179485	883	1.0	1.0	1.0
chr	-	3442894	3442917	3442910	0.16986100319433653	884	1.0	1.0	1.0
chr	+	962329	962345	962333	0.16984126984126982	885	1.0		1.0
chr	+	963232	963242	963238	0.16984126984126982	886	1.0	1.0	
chr	-	3449772	3449781	3449776	0.16984126984126982	887	1.0	1.0	1.0
chr	+	4425341	4425349	4425346	0.1698005698005698	888	1.0	1.0	1.0
chr	-	3441491	3441513	3441496	0.16978675645342312	889	1.0	1.0	1.0
chr	-	3378105	3378135	3378115	0.1696688244675861	890	1.0	1.0	1.0
chr	+	850611	850623	850616	0.16961279461279463	891		1.0	1.0
chr	+	190099	190110	190104	0.1692307692307692	892		1.0	
chr	+	191511	191526	191521	0.1692307692307692	893	1.0		1.0
chr	+	963223	963232	963225	0.1692307692307692	894	1.0	1.0	
chr	+	2282538	2282547	2282543	0.1692307692307692	895	1.0	1.0	
chr	+	4200295	4200308	4200300	0.1692307692307692	896	1.0	1.0	
chr	-	3472944	3472952	3472944	0.16912442396313362	897	1.0		1.0
chr	+	4178790	4178822	4178816	0.16908212560386474	898	1.0	1.0	1.0
chr	-	3472353	3472370	3472358	0.16904761904761903	899	1.0	1.0	1.0
chr	-	3451285	3451295	3451289	0.16900093370681604	900	1.0	1.0	1.0
chr	-	3451831	3451842	3451835	0.16899766899766902	901	1.0		1.0
chr	-	3441128	3441159	3441139	0.16898148148148148	902	1.0	1.0	1.0
chr	+	4180305	4180315	4180310	0.16883190883190882	903	1.0	1.0	1.0
chr	-	3427035	3427046	3427041	0.1687628872176835	904	1.0	1.0	1.0
chr	-	3474395	3474404	3474398	0.16875696767001114	905	1.0	1.0	1.0
chr	-	3473440	3473450	3473442	0.16858974358974357	906	1.0	1.0	1.0
chr	+	3210836	3210877	3210857	0.1685823754789272	907	1.0	1.0	1.0
chr	-	2745512	2745534	2745522	0.16849816849816848	908	1.0	1.0	1.0
chr	-	3474376	3474388	3474381	0.16842105263157894	909	1.0	1.0	1.0
chr	-	3447798	3447835	3447806	0.16825396825396824	910	1.0	1.0	1.0
chr	+	1147540	1147571	1147549	0.16822742474916388	911		1.0	1.0
chr	-	3441785	3441796	3441788	0.1681045751633987	912	1.0	1.0	1.0
chr	-	3472153	3472163	3472156	0.1681045751633987	913	1.0	1.0	1.0
chr	-	3453038	3453049	3453042	0.16809116809116809	914	1.0	1.0	1.0
chr	-	3453251	3453268	3453259	0.16804915514592933	915	1.0	1.0	1.0
chr	-	1019505	1019510	1019505	0.16795949148890324	916	1.0	1.0	1.0
chr	+	190722	190731	190727	0.16794871794871793	917	1.0		
chr	+	190609	190626	190614	0.16783216783216784	918		1.0	
chr	+	963359	963373	963367	0.16783216783216784	919	1.0	1.0	1.0
chr	-	3474148	3474156	3474150	0.1676470588235294	920	1.0	1.0	0.5381506675269375
chr	-	3452828	3452841	3452833	0.1676065869614257	921	1.0	1.0	1.0
chr	-	1019085	1019101	1019094	0.167420814479638	922			1.0
chr	-	3440592	3440624	3440611	0.16736784113389927	923	1.0	1.0	1.0
chr	-	3440006	3440028	3440022	0.16732816732816733	924	1.0	1.0	1.0
chr	-	2311796	2311808	2311797	0.16729797979797978	925		1.0	1.0
chr	-	3473451	3473465	3473458	0.16727272727272727	926	1.0	1.0	1.0
chr	-	3428888	3428898	3428893	0.16726588766440031	927	1.0	1.0	1.0
chr	-	3472090	3472105	3472099	0.1671957671957672	928	1.0	1.0	1.0
chr	-	3446780	3446788	3446783	0.16714766714766713	929	1.0	1.0	1.0
chr	-	3444940	3444956	3444949	0.1671328078650733	930	1.0	1.0	1.0
chr	-	1019473	1019492	1019477	0.1668651266174486	931	1.0	1.0	1.0
chr	-	3450537	3450548	3450538	0.16675789089582194	932	1.0	1.0	1.0
chr	+	4425376	4425384	4425379	0.16666666666666666	940	1.0	1.0	1.0
chr	-	3920917	3920925	3920918	0.16666666666666666	946	1.0		1.0
chr	-	3473855	3473865	3473862	0.16666666666666666	945		1.0	
chr	-	3448907	3448914	3448910	0.16666666666666666	944		1.0	
chr	-	3445829	3445849	3445831	0.16666666666666666	943	1.0		1.0
chr	-	2745140	2745149	2745144	0.16666666666666666	942		1.0	
chr	-	451544	451552	451544	0.16666666666666666	941	1.0		1.0
chr	+	2282523	2282527	2282526	0.16666666666666666	939			1.0
chr	+	1863573	1863577	1863575	0.16666666666666666	938	1.0		1.0
chr	+	1151153	1151161	1151159	0.16666666666666666	937	1.0	1.0	
chr	+	850731	850748	850742	0.16666666666666666	936	1.0		
chr	+	850470	850481	850474	0.16666666666666666	935		1.0	1.0
chr	+	456290	456296	456294	0.16666666666666666	934		1.0	
chr	+	189868	189875	189868	0.16666666666666666	933	1.0	1.0	1.0
chr	+	850642	850653	850645	0.16636141636141635	947		1.0	1.0
chr	-	3444749	3444758	3444753	0.16618773946360152	948	1.0	1.0	1.0
chr	-	3444616	3444634	3444627	0.16597701149425287	949	1.0	1.0	1.0
chr	-	3474491	3474512	3474496	0.1658119658119658	950	1.0	1.0	1.0
chr	-	3441233	3441245	3441238	0.16550116550116548	951	1.0	1.0	1.0
chr	-	2746026	2746036	2746029	0.1654970760233918	952	1.0	1.0	1.0
chr	-	1019417	1019428	1019422	0.165458089668616	953	1.0	1.0	1.0
chr	-	3451696	3451717	3451702	0.165406162464986	954	1.0	1.0	1.0
chr	-	3444465	3444472	3444468	0.16522366522366522	955	1.0	1.0	1.0
chr	+	657426	657433	657428	0.16511266511266512	956	1.0	1.0	1.0
chr	-	2745818	2745834	2745828	0.16506410256410256	958		1.0	1.0
chr	+	4426313	4426331	4426316	0.16506410256410256	957	1.0	1.0	1.0
chr	-	3473954	3473966	3473959	0.1648148148148148	959		1.0	1.0
chr	-	1292595	1292609	1292602	0.16467845879610585	960		1.0	1.0
chr	-	3449961	3449969	3449962	0.1646376811594203	961	1.0	1.0	1.0
chr	-	3449634	3449647	3449640	0.16454106280193234	962	1.0	1.0	1.0
chr	-	3322499	3322524	3322502	0.16452991452991453	963	1.0	1.0	1.0
chr	-	3443344	3443380	3443359	0.1644524959742351	964	1.0	1.0	1.0
chr	-	3443501	3443537	3443513	0.16441359152356597	965	1.0	1.0	1.0
chr	-	3451432	3451444	3451438	0.16441359152356597	966	1.0	1.0	1.0
chr	+	4425475	4425536	4425504	0.16437908496732026	967	1.0	1.0	1.0
chr	-	3440480	3440518	3440492	0.16435319066898013	968	1.0	1.0	1.0
chr	-	2312712	2312723	2312715	0.16435185185185186	969	1.0	1.0	1.0
chr	-	3446438	3446458	3446450	0.16434676434676435	970	1.0	0.8206655362877271	1.0
chr	-	3449784	3449794	3449787	0.16406400616926933	971	1.0	1.0	1.0
chr	-	3443695	3443748	3443735	0.1640531660692951	972	1.0	1.0	1.0
chr	-	3471949	3471959	3471952	0.164021164021164	973	1.0	1.0	1.0
chr	+	4425389	4425404	4425395	0.1638888888888889	974		1.0	1.0
chr	+	4180763	4180775	4180768	0.16382876382876382	975	1.0	1.0	1.0
chr	+	4179946	4179956	4179950	0.1638257575757576	976	1.0	1.0	1.0
chr	-	3470476	3470483	3470480	0.16378066378066378	977	1.0	1.0	1.0
chr	-	3311680	3311692	3311685	0.1637705125424709	978	1.0	1.0	1.0
chr	-	3322309	3322327	3322320	0.16374024526198439	979	1.0	1.0	1.0
chr	-	3473114	3473129	3473120	0.16373626373626374	980		1.0	1.0
chr	-	1800260	1800277	1800271	0.16371591371591374	981	1.0	1.0	1.0
chr	+	191389	191400	191392	0.16363636363636366	982			
chr	+	850788	850800	850798	0.16363636363636366	983	1.0		
chr	-	696742	696747	696742	0.16327035377600774	984	1.0	1.0	1.0
chr	+	4180317	4180332	4180322	0.16322751322751322	985	1.0	1.0	1.0
chr	+	1146906	1146917	1146911	0.16317016317016317	986	1.0		
chr	+	4179264	4179275	4179270	0.16304675716440423	987	1.0	1.0	
chr	-	1799769	1799775	1799772	0.16302430795184417	988	1.0	1.0	1.0
chr	+	4426272	4426282	4426277	0.16296296296296295	989	1.0	1.0	1.0
chr	-	3311615	3311647	3311643	0.16277056277056276	990	1.0	1.0	1.0
chr	-	3473170	3473187	3473180	0.16269841269841268	991	1.0	1.0	
chr	+	4180421	4180432	4180427	0.16263157894736843	992	1.0	1.0	1.0
chr	+	962191	962200	962192	0.1625	993	1.0	1.0	
chr	-	3445404	3445408	3445406	0.1625	994	1.0	1.0	1.0
chr	-	3472663	3472674	3472663	0.1625	995	1.0	1.0	
chr	-	3445112	3445140	3445119	0.16246498599439776	996	1.0	1.0	1.0
chr	-	3452155	3452164	3452160	0.16246498599439774	997	1.0	1.0	1.0
chr	+	962147	962161	962153	0.16233766233766234	998	1.0		
chr	-	3452319	3452327	3452322	0.1623217468805704	999	1.0	1.0	1.0
chr	-	3444280	3444292	3444283	0.1622222222222222	1000	1.0	1.0	1.0
chr	+	225737	225745	225740	0.1621797954402927	1001	1.0	1.0	1.0
chr	+	2755822	2755849	2755824	0.1621518510816109	1002	1.0	1.0	1.0
chr	-	3441837	3441845	3441838	0.1621212121212121	1003	1.0	1.0	1.0
chr	+	1151789	1151794	1151790	0.16186868686868686	1004	1.0	1.0	1.0
chr	-	3448453	3448471	3448463	0.16178451178451178	1005	1.0	1.0	1.0
chr	-	3311566	3311591	3311583	0.16175213675213676	1006	1.0	1.0	1.0
chr	-	3443716	3443729	3443721	0.16164529914529915	1007	1.0	1.0	1.0
chr	-	3453134	3453162	3453151	0.1616394358329842	1008	1.0	0.4465935496455861	1.0
chr	+	3941577	3941605	3941581	0.1616169151754482	1009	1.0	1.0	1.0
chr	-	3439913	3439920	3439913	0.16138763197586728	1010	1.0		1.0
chr	-	3474417	3474427	3474422	0.16138763197586728	1011	1.0	1.0	1.0
chr	-	3452342	3452350	3452343	0.16137566137566137	1012	1.0	1.0	1.0
chr	-	3333396	3333415	3333400	0.16125703252438497	1013	1.0	1.0	1.0
chr	-	1292651	1292677	1292661	0.16111111111111112	1014		1.0	1.0
chr	-	2745394	2745398	2745394	0.16111111111111112	1015	1.0		
chr	-	3471454	3471462	3471454	0.16106442577030813	1016	1.0	1.0	1.0
chr	+	225630	225646	225636	0.16105949564314156	1017	1.0	1.0	1.0
chr	+	4426322	4426330	4426327	0.160994560994561	1018	1.0		1.0
chr	+	456268	456276	456269	0.1606060606060606	1019			
chr	-	3378615	3378620	3378614	0.1606060606060606	1020	1.0		1.0
chr	-	3470904	3470912	3470904	0.1606060606060606	1021			
chr	+	190218	190242	190230	0.16056808688387636	1022	1.0	1.0	1.0
chr	-	3473014	3473024	3473017	0.16043447293447294	1023	1.0	1.0	
chr	-	2311946	2311963	2311951	0.1603174603174603	1024	1.0	1.0	1.0
chr	+	4425492	4425496	4425494	0.16025641025641027	1025	1.0	1.0	1.0
chr	-	21013	21023	21018	0.1602280111052041	1026	1.0	1.0	1.0
chr	-	3378667	3378680	3378671	0.16021825396825395	1027	1.0	1.0	1.0
chr	-	3811511	3811522	3811515	0.16017316017316016	1028	1.0	1.0	1.0
